user_id,activity,sensor_side,total_peaks,total_steps,step_time_mean_sec,step_time_std_sec,step_time_cv_pct,total_duration_sec,num_cycles,cycle_time_mean_sec,cycle_time_std_sec,cycle_time_cv_pct,IPI_left_mean_sec,IPI_left_std_sec,cadence_left_steps_min,gait_index_left_pct,left_peaks,IPI_right_mean_sec,IPI_right_std_sec,cadence_right_steps_min,gait_index_right_pct,right_peaks,GSI_pct,symmetry_ratio,slower_leg,GA_signed_pct,cadence_total_steps_min,week,week_start_date,timestamp,composite_score,perf_change_SC_pct,perf_change_STS_pct,perf_change_TUG_pct,perf_change_W_pct,perf_change_overall_pct,percentile_rank_absolute,percentile_rank_improvement
1,SC,LEFT,21.0,21.0,2.33526915,0.5553229264083791,23.77982539650212,46.705383,,,,,,,,,,,,,,,,,,,,1,2026-02-17,,76.22017460349788,,,,,,,
1,SC,LEFT,21.107210306104044,20.932522710798185,2.2695883559012797,0.5365716185295787,22.971510497488513,46.658001140650974,,,,,,,,,,,,,,,,,,,,2,2026-02-24,2026-02-17T02:48:45.041457,77.02848950251149,1.0604999309152914,,,,-7.7288234472536335,,
1,SC,LEFT,19.834236475824028,20.593192118644406,2.2341522183522855,0.5411028347801908,23.32806005938988,45.91010921187815,,,,,,,,,,,,,,,,,,,,3,2026-03-03,2026-02-17T02:48:45.054067,76.67193994061012,0.5927109711599934,,,,-8.944083202320423,,
1,SC,LEFT,19.18695935927393,20.01824124240946,2.311755067170052,0.5458936497393632,22.534455245105182,43.22191684816529,,,,,,,,,,,,,,,,,,,,4,2026-03-10,2026-02-17T02:48:45.069416,77.46554475489482,1.633911438638699,,,,-32.344677527001174,,
1,SC,LEFT,18.987016836921654,19.02818379072524,2.135904577600137,0.5306910105951793,22.91424285779734,43.787742631205376,,,,,,,,,,,,,,,,,,,,5,2026-03-17,2026-02-17T02:48:45.083692,77.08575714220265,1.1356344212114258,,,,-32.70019188756634,,
1,SC,LEFT,19.364002225311793,19.79357532643295,2.106687245850479,0.5119198010203254,22.38690557235387,43.97220117506407,,,,,,,,,,,,,,,,,,,,6,2026-03-24,2026-02-17T02:48:45.097831,77.61309442764613,1.8274949268934466,,,,-32.426496553928544,,
1,SC,LEFT,18.926340274006506,19.332915163489997,2.1426902550986084,0.5299799021282616,22.06024599707169,44.9443319917739,,,,,,,,,,,,,,,,,,,,7,2026-03-31,2026-02-17T02:48:45.111624,77.93975400292831,2.256068565016794,,,,-31.94563325575171,,
1,SC,LEFT,19.09288886243975,19.1147095311722,2.0880260443879295,0.5046085608539461,23.661251270944906,40.986981001278785,,,,,,,,,,,,,,,,,,,,8,2026-04-07,2026-02-17T02:48:45.125011,76.3387487290551,0.15556790072188476,,,,-32.583300660524635,,
1,SC,LEFT,19.026688509092416,18.404175323152533,2.1591817945219662,0.48741893417315074,20.31203559543645,40.46625603389753,,,,,,,,,,,,,,,,,,,,9,2026-04-14,2026-02-17T02:48:45.139582,79.68796440456356,4.549700678469103,,,,-31.126511278935762,,
1,SC,LEFT,18.56672026033726,18.25260961637327,2.0741156702058423,0.5117206070228464,21.543492735356757,41.94766750941648,,,,,,,,,,,,,,,,,,,,10,2026-04-21,2026-02-17T02:48:45.153074,78.45650726464325,2.9340429522484186,,,,-31.70686341105479,,
1,SC,LEFT,18.2215637173275,18.958649397290383,2.0532314527494027,0.4821914581346782,20.996199455755832,42.24336846712502,,,,,,,,,,,,,,,,,,,,11,2026-04-28,2026-02-17T02:48:45.165611,79.00380054424417,3.6520854947222134,,,,-31.530390784265464,,
1,SC,LEFT,19.009769910887936,18.132645880354293,1.9813669761511175,0.5008450522515466,19.97666818933819,41.012398961428694,,,,,,,,,,,,,,,,,,,,12,2026-05-05,2026-02-17T02:48:45.180071,80.0233318106618,4.989698891334457,,,,-30.977073838063184,90.9090909090909,6.41025641025641
1,SC,RIGHT,16.0,16.0,2.791752733333333,1.3113974214610298,46.97398182163614,41.876291,,,,,,,,,,,,,,,,,,,,1,2026-02-17,,53.02601817836386,,,,,,,
1,SC,RIGHT,15.92191414755188,16.080275135587076,2.8622678357991767,1.2668562507616956,43.638732697846635,42.068578588974056,,,,,,,,,,,,,,,,,,,,2,2026-02-24,2026-02-17T02:48:45.041457,56.361267302153365,6.289835138234799,,,,-31.66512303458655,,
